date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url,genre_list
2024-08-30,33,Lie To Girls,Sabrina Carpenter,80,202001,album,12,2024-08-23,True,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d,pop
2024-08-30,34,Cowgirls (feat. ERNEST),Morgan Wallen & ERNEST,86,181621,album,36,2023-03-03,False,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,contemporary country & modern country pop
2024-08-30,35,Lies Lies Lies,Morgan Wallen,87,198068,single,1,2024-07-05,False,https://i.scdn.co/image/ab67616d0000b27337eedb840f9441959db3107e,contemporary country
2024-08-30,36,WILDFLOWER,Billie Eilish,90,261466,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,art pop & pop
2024-08-30,37,"I Love You, I'm Sorry",Gracie Abrams,87,157146,album,13,2024-06-21,True,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b,alt z
2024-08-30,38,Sailor Song,Gigi Perez,85,211978,single,1,2024-07-26,False,https://i.scdn.co/image/ab67616d0000b2730f588c6bdb28000656d084bf,bedroom pop
2024-08-30,39,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,85,210950,single,1,2024-05-16,False,https://i.scdn.co/image/ab67616d0000b27339808230102049beb62fdd7b,contemporary country & country
2024-08-30,40,Apple,Charli xcx,90,151739,album,15,2024-06-07,False,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e,art pop & candy pop & metropopolis & pop & uk pop
2024-08-30,41,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,2024-02-16,True,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb,[]
2024-08-30,42,See You Again (feat. Kali Uchis),"Tyler, The Creator & Kali Uchis",89,180386,album,14,2017-07-21,True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,colombian pop & hip hop & rap
2024-08-30,43,Casual,Chappell Roan,87,232796,album,14,2023-09-22,True,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6,indie pop & pov: indie
2024-08-30,44,Heading South,Zach Bryan,85,171692,single,1,2019-09-30,True,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226,classic oklahoma country
2024-08-30,45,Like That,Future & Metro Boomin & Kendrick Lamar,88,267706,album,17,2024-03-22,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,atl hip hop & conscious hip hop & hip hop & rap & southern hip hop & trap & west coast rap
2024-08-30,46,Slow It Down,Benson Boone,89,161831,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40,singer-songwriter pop
2024-08-30,47,Last Night,Morgan Wallen,83,163854,album,36,2023-03-03,True,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,contemporary country
2024-08-30,48,28,Zach Bryan,86,233333,album,19,2024-07-04,False,https://i.scdn.co/image/ab67616d0000b273647ad18a07e9e939e399e5a1,classic oklahoma country
2024-08-30,49,Scared To Start,Michael Marcagi,88,159636,single,1,2024-01-12,False,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe,[]
2024-08-30,50,360,Charli xcx,88,133805,album,15,2024-06-07,True,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e,art pop & candy pop & metropopolis & pop & uk pop
